"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Month","Year","DO_mgL","NO23_mgL","Orthophosphate_mgL","pH","TP_mgL","NH3_mgL","TKN_mgL","Chl_probe_RFU","TSS_mgL","TDP_mgL","MonitoringLocationName","MonitoringLocationDescriptionText","HUCEightDigitCode","LatitudeMeasure","LongitudeMeasure"
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2010,9.5,0.809,NA,8.2,NA,NA,1.87,NA,47,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2010,9.7,0.982,0.122,8.4,0.284,NA,2.09,NA,40,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2010,8.1,NA,NA,8,NA,NA,NA,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,7,2010,NA,0.623,0.279,8.09,0.473,0.047,1.81,13.8,81,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-08-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,8,2010,6.7,0.251,NA,7.8,0.668,NA,1.96,NA,15,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-09-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,9,2010,9.9,1.47,0.13,8.4,0.253,NA,1.88,NA,14.5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-10-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2010,46.95,0.853,0.036,8.52,0.13,0.018,1.51,56.5,9,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-11-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,11,2010,68.95,2.055,0.031,8.9,0.085,NA,1.225,NA,7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-12-14,"WIDNR_WQX","WIDNR_WQX-363069",0.1,12,2010,11.8,3.65,0.016,8.9,0.042,NA,1.17,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-01-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2011,9.8,3.23,NA,8.115,0.093,0.152,1.34,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-02-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2011,9.3,2.68,0.152,8.4,0.267,NA,1.83,NA,9,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-02-28,"WIDNR_WQX","WIDNR_WQX-363069",0.2,2,2011,NA,2.16,0.115,NA,0.201,NA,1.54,NA,10,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-03-15,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2011,NA,1.57,0.061,8.9,0.142,NA,1.5,NA,6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-03-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2011,13.3,2.06,0.086,9,0.231,NA,1.6,NA,42,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-03-30,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2011,13.1,1.76,0.032,8.6,0.087,NA,1.2,NA,8,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2011,52.65,2.11,0.04,8.405,0.121,0.047,1.29,6.16,25,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-04-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2011,54.5,0.845,0.024,8.8,0.085,NA,1.15,NA,16,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2011,50.75,NA,0.052,8.5,0.201,NA,1.29,NA,70,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-05-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2011,54.65,0.538,0.026,8.4,0.0845,NA,1.24,NA,18,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2011,53.55,0.882,0.047,8.5,0.167,NA,NA,NA,32,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-05-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2011,51.15,NA,0.04,8.5,0.189,NA,NA,NA,43,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-06-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2011,55.6,0.837,0.057,8.4,NA,NA,NA,NA,41,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-06-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2011,NA,3.1,0.147,NA,0.325,NA,2.18,NA,70,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-06-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2011,46.65,0.781,0.195,8.2,0.332,NA,2.02,NA,39,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-07-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,7,2011,54.55,1.18,0.187,8.41,0.312,0.041,NA,23.3,26,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-08-23,"WIDNR_WQX","WIDNR_WQX-363069",0.1,8,2011,55.3,0.771,0.1065,8.5,0.176,NA,NA,NA,11,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-09-15,"WIDNR_WQX","WIDNR_WQX-363069",0.1,9,2011,59.2,0.615,0.04,8.9,0.076,NA,NA,NA,2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-10-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2011,67,0.418,0.016,8.73,0.078,0.024,1.02,19.8,7,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-11-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,11,2011,54.1,1.93,0.06,9.2,0.136,NA,1.39,NA,21,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2011-12-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,12,2011,NA,2.57,0.036,NA,0.067,NA,NA,NA,5,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-01-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,1,2012,NA,3.41,0.014,8.38,0.037,NA,1.29,3.14,2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-02-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,2,2012,NA,2.455,0.004,NA,0.0285,NA,0.93,NA,2,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-03-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2012,NA,NA,0.016,NA,0.106,NA,1.43,NA,18,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-03-13,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2012,NA,2.41,0.14,NA,0.19,NA,1.18,NA,30,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-03-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2012,52.35,0.769,0.028,8.5,0.144,NA,1.41,NA,38,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-03-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,3,2012,NA,0.791,0.061,NA,0.158,NA,1.68,NA,24,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-04-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2012,NA,1.12,0.048,NA,0.164,NA,1.53,NA,NA,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-04-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2012,57.9,1.47,0.026,8.65,0.193,0.026,NA,69,48,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-04-30,"WIDNR_WQX","WIDNR_WQX-363069",0.1,4,2012,57.6,0.812,0.012,8.7,0.124,NA,1.78,NA,35,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-05-04,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2012,NA,1.37,NA,NA,0.365,NA,1.87,NA,112,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-05-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,5,2012,NA,0.737,0.118,NA,0.251,NA,1.16,NA,36,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-06-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2012,NA,0.552,0.064,NA,0.151,NA,NA,NA,12,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-06-21,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2012,NA,2.42,0.141,NA,0.319,NA,2.19,NA,75,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-06-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,6,2012,NA,0.561,0.066,NA,0.217,NA,2.08,NA,31,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-07-11,"WIDNR_WQX","WIDNR_WQX-363069",0.1,7,2012,63,0.254,0.12,8.495,0.202,0.028,1.19,7.61,10,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-08-14,"WIDNR_WQX","WIDNR_WQX-363069",0.1,8,2012,56,1.03,0.119,8.5,0.288,NA,1.89,NA,68,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,9,2012,NA,0.9365,0.047,NA,0.1045,NA,NA,NA,6,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
"WIDNR_WQX","Wisconsin Department of Natural Resources",2012-10-15,"WIDNR_WQX","WIDNR_WQX-363069",0.1,10,2012,NA,NA,0.007,NA,0.286,NA,2.05,NA,69,NA,"Manitowoc River at Cth Jj(Michigan Ave)","AT USGS GAGING STATION 04085427. MONTHLY MONITORING STATION MOVED TO THIS LOCATION FROM MANITOWOC R AT 10TH ST (363002) ON JANUARY 1,1977. SITE IS LOCATED AT HWY JJ (MICHIGAN AVENUE AND BROADWAY) ON THE WESTERN EDGE OF MANITOWOC.","04030101",44.106068,-87.71607
